5640.5338	0.0006
5647.63267	-0.00069
5704.43426	-0.00005
5711.53450	0.00006
5748.45576	0.00070
5758.39484	-0.00039
5775.43517	-0.00036
5799.57630	0.00037
5802.41602	0.00004
5836.49672	0.00017
5985.6005	0.0014
6039.56043	0.00043
6042.40053	0.00049
6049.50010	-0.00007
6059.4393	-0.0011
6076.4792	-0.0015
6096.36008	-0.00087
6110.56029	-0.00091
6113.4004	-0.0009
6123.34169	0.00028
6130.44153	-0.00001
6140.38094	-0.00077
6157.42152	-0.00047
6164.52187	-0.00024
6181.56264	0.00024
6184.4027	0.0003
6201.44229	-0.00045
6231.26318	-0.00006
6275.28493	0.00094
6539.40816	-0.00030
6566.38885	-0.00007
6623.18947	-0.00042
6647.33094	0.00065
6742.4720	0.00014
6749.57192	-0.00011
6793.59237	-0.00040
6803.53269	0.00025
6830.51327	-0.00012
6840.45424	0.00068
6911.45488	0.00012
6918.55468	-0.00020
6928.49510	0.00004
6958.3143	-0.0013
