506.598	59.98	17.9732	0.7664
200.22	60.927	18.9388	0.3441
235.644	61.244	16.493	0.6566
545.239	61.39	14.6775	0.9437
688.846	61.697	21.4868	0.4111
736.285	61.745	19.6592	0.6447
537.317	62.062	18.9642	0.5178
445.775	62.208	18.6474	0.7253
636.699	62.301	17.9971	0.6556
119.039	62.725	17.5942	0.4342
623.581	62.909	16.8994	0.7333
631.923	62.989	18.2538	1.0521
411.098	63.225	17.6752	0.6429
397.681	63.245	18.3267	0.497
230.996	63.368	16.9743	0.745
596.623	63.556	18.9497	0.6911
244.653	63.681	16.9768	0.6793
255.182	63.735	18.3011	0.8274
289.138	63.767	17.4354	0.5635
730.769	63.852	18.9299	0.672
575.99	64.015	17.6608	0.4904
708.445	64.621	18.4029	0.5355
535.059	64.63	17.6693	0.4714
340.354	64.726	13.9696	0.7055
155.401	64.839	18.0281	0.5271
405.379	64.994	14.0331	0.7904
130.244	65.21	17.5739	0.5337
386.733	65.895	16.9104	0.7378
93.686	65.95	17.6576	0.5523
621.84	65.961	18.3521	0.6547
490.986	66.3	18.0242	0.4724
301.926	66.712	18.0855	0.5073
461.823	66.771	18.1261	0.583
420.735	66.831	17.3661	0.5252
247.633	66.953	16.1921	0.8511
259.006	67.316	13.0751	1.1295
431.035	67.602	17.7366	0.6153
530.728	67.692	17.0481	0.6556
283.125	68.058	18.6773	0.6373
583.629	68.115	16.6219	0.5896
767.302	68.246	18.4898	0.5393
208.177	68.294	18.611	0.6593
110.54	68.601	17.8941	0.5252
503.228	68.747	18.2591	0.6511
517.103	68.98	19.3821	0.5775
229.753	69.01	18.1432	0.4733
559.058	69.168	19.4722	0.8737
201.774	69.192	18.3617	0.6071
412.382	69.293	19.2107	0.4533
297.043	69.334	18.0077	0.497
563.053	69.42	17.1256	0.6117
362.125	69.55	18.8721	0.8256
760.617	69.828	18.1904	0.5608
270.704	70.065	18.1901	0.5225
626.201	70.075	12.998	1.0689
204.952	70.528	17.2599	0.5365
444.31	70.623	19.1066	0.6162
693.82	70.669	19.5393	0.5709
746.607	71.046	17.1239	0.5328
621.614	71.104	17.4501	0.3996
467.639	71.166	17.3753	0.5131
526.697	71.212	19.2161	0.7957
780.06	71.468	17.1772	0.5747
182.525	71.479	18.4399	0.4866
266.378	71.563	18.079	0.5281
695.8	71.786	18.8865	0.6199
647.637	71.847	17.1565	0.5579
721.226	71.886	17.1304	0.5626
611.101	72.018	18.2885	0.619
82.741	72.214	18.7277	0.6964
354.071	72.231	18.6982	0.5178
490.55	72.528	17.271	0.5318
243.079	72.529	18.6606	0.7046
304.537	72.801	18.0747	0.5467
453	73.139	18.2556	0.6162
641.855	73.415	17.0859	0.5932
617.293	73.703	18.3993	0.6346
364.535	74.031	17.1769	0.5346
717.761	74.274	16.1652	0.7841
429.979	74.439	17.8967	0.5449
414.911	74.71	17.6747	0.5477
338.228	75.037	13.9549	0.6738
458.754	75.099	17.0636	0.6135
84.309	75.101	18.1859	0.6747
629.94	75.362	17.4224	0.5608
108.877	75.487	18.3365	0.6199
782.053	75.624	17.9553	0.7459
378.631	75.684	18.221	0.4809
165.135	75.777	19.1291	0.8001
223.283	75.872	17.3808	0.4904
406.433	75.975	18.8721	0.5821
372.492	75.981	18.2809	0.5337
134.68	76.074	18.9657	0.5431
518.515	76.102	19.0305	0.6209
202.727	76.273	18.8011	0.8353
775.811	76.694	18.7126	0.6126
697.558	76.793	17.4142	0.5196
642.815	77.24	17.3978	0.4895
798.643	77.254	17.5763	0.5167
324.537	77.359	17.23	0.5318
462.126	77.396	18.9437	0.544
571.753	77.49	17.6886	0.459
610.18	77.494	18.8773	0.57
754.521	77.523	19.3613	0.7503
595.687	77.628	18.3367	0.6875
177.463	77.644	18.1183	0.6373
743.427	77.687	18.017	0.5281
226.135	77.921	17.9511	0.5252
358.084	78.016	18.352	0.584
280.269	78.471	17.9333	0.514
396.52	78.766	18.8065	0.6172
501.439	78.848	17.7158	0.4895
540.339	78.867	19.5411	0.6511
414.838	79.099	18.1742	0.5738
342.128	79.105	17.9993	0.753
395.395	79.303	16.1654	0.7342
260.39	79.401	19.2832	0.6456
198.064	79.493	17.5055	0.1896
296.536	79.515	17.2641	0.5225
133.908	79.597	17.7031	0.5234
347.574	79.735	16.7803	0.9093
562.282	79.804	17.666	0.5308
473.139	80.006	17.0211	0.652
657.904	80.094	17.4059	0.5328
253.912	80.232	19.361	0.4837
197.173	80.504	14.0211	0.8186
346.571	80.753	14.0106	0.7019
129.964	80.87	17.6147	0.5449
267.466	80.968	18.7038	0.6856
155.138	81.012	17.3273	0.5158
409.248	81.221	18.4653	0.7574
437.664	81.346	18.9669	0.672
396.602	81.703	17.7824	0.4246
331.044	82.054	18.918	0.5886
71.142	82.312	18.6857	0.496
164.713	82.453	17.8144	0.512
640.685	82.597	17.7188	0.4895
501.519	83.076	17.7758	0.4904
594.037	83.177	17.6901	0.5793
117.306	83.296	17.9842	0.5214
324.271	83.573	17.3789	0.5914
234.254	84.07	17.4781	0.4762
552.746	84.308	18.5386	0.7046
157.487	84.374	18.7904	0.5102
352.237	84.46	18.0385	0.6236
200.514	84.463	17.8564	0.512
415.698	84.48	18.7408	0.6015
293.278	84.494	15.7441	0.8054
74.837	84.864	17.1585	0.557
98.271	84.912	18.7277	0.691
384.282	84.914	18.2398	0.4913
479.575	85.246	18.3966	0.6099
401.728	85.298	18.5984	0.6255
548.52	85.356	18.9587	0.3451
629.427	85.394	16.9336	0.6992
302.417	85.448	17.0381	0.6511
356.347	85.55	17.071	0.584
322.266	85.616	17.5631	0.5271
104.503	85.874	17.8214	0.7316
156.838	85.946	15.2871	0.8432
543.812	86.077	17.9279	0.4457
581.089	86.241	17.7906	0.5514
481.073	86.336	18.4492	0.6438
753.692	86.477	17.0195	0.619
264.71	86.504	17.9079	0.4875
793.373	86.613	18.7719	0.6684
176.731	86.771	17.1713	0.5167
523.854	86.9	18.3471	0.6493
426.713	87.409	18.7329	0.595
566.864	87.823	18.2843	0.7397
372.126	87.92	17.7401	0.5261
227.172	88.258	15.8932	0.7717
485.965	88.314	17.6513	0.5131
233.764	88.492	17.5915	0.5046
476.29	88.551	16.873	0.6584
392.424	88.653	19.1731	0.8186
519.089	88.868	13.8111	0.7957
443.324	88.872	18.8944	0.5599
296.063	88.941	18.8341	0.8124
534.416	89.211	17.2031	0.5271
209.654	89.381	17.5693	0.5167
751.852	89.491	18.6357	0.6089
613.264	89.566	18.6614	0.6273
205.314	89.832	18.3414	0.6255
177.316	90.077	18.787	0.4837
591.803	90.317	19.2368	0.6775
658.39	90.411	18.7429	0.5355
87.622	90.637	18.0709	0.6684
154.53	90.9	18.4506	0.7091
435.942	91.11	17.5343	0.5158
399.013	91.215	13.9531	0.7904
588.138	91.234	15.4041	0.8283
431.207	91.273	18.7474	0.7226
141.963	91.37	14.5203	0.9136
726.267	91.382	17.7109	0.4857
339.178	91.465	17.8394	0.5093
310.78	91.494	18.5312	0.4323
318.48	91.75	17.9119	0.5337
615.615	91.872	18.5422	0.5205
657.487	91.888	14.9621	0.8406
432.909	91.919	18.9863	0.4714
286.73	92.018	18.9041	0.8651
771.774	92.111	17.7123	0.5682
464.815	92.211	13.9431	0.83
375.221	92.294	17.5431	0.4762
764.081	92.317	17.661	0.529
672.732	92.395	18.3073	0.5664
162.803	92.58	18.3893	0.5691
236.517	92.637	17.6858	0.5421
