15.836	 0.056
18.989	 0.768
17.430	 0.684
18.942	 0.723
18.942	 0.723
19.350	 0.740
21.727	 0.906
20.178	 0.637
19.272	 0.617
17.639	 0.150
19.970	 0.784
18.966	 0.708
20.697	 0.727
15.068	 1.114
16.119	 0.806
18.978	 0.800
20.079	 0.213
15.404	 1.084
16.413	 0.056
16.413	 0.056
18.407	 0.847
21.727	 0.906
20.930	 0.733
19.734	 0.852
14.638	 1.192
16.413	 0.056
18.989	 0.768
20.079	 0.213
17.271	 0.099
17.532	 0.259
15.836	 0.056
17.866	 0.215
19.110	 0.803
16.092	 1.016
15.431	 1.083
21.329	 0.806
20.930	 0.733
19.970	 0.784
16.413	 0.056
20.930	 0.733
18.942	 0.723
15.616	 1.041
16.149	 0.143
18.512	 0.835
18.978	 0.800
18.619	 0.289
17.752	 0.660
20.930	 0.733
20.442	 0.352
16.888	 0.931
19.734	 0.852
18.798	 0.825
19.350	 0.740
18.962	 0.709
18.942	 0.723
19.970	 0.784
15.068	 1.114
14.931	 1.123
19.970	 0.784
17.639	 0.150
20.079	 0.213
17.532	 0.259
19.038	 0.358
15.616	 1.041
21.536	 0.638
24.451	 1.520
18.944	 0.729
16.166	 0.839
18.841	 0.834
22.896	 1.133
15.796	 1.038
19.291	 0.624
16.166	 0.839
14.931	 1.123
18.332	 0.889
16.073	 1.085
20.930	 0.733
16.663	 0.551
19.970	 0.784
18.619	 0.289
20.930	 0.733
16.888	 0.931
17.507	 0.710
17.271	 0.099
17.507	 0.710
17.639	 0.150
16.139	 0.825
24.451	 1.520
18.942	 0.723
17.532	 0.259
20.697	 0.727
20.414	 0.659
18.399	 0.855
24.247	 1.742
17.430	 0.684
18.966	 0.708
20.930	 0.733
20.178	 0.637
16.073	 1.085
18.989	 0.768
19.970	 0.784
18.944	 0.729
18.989	 0.768
17.271	 0.099
18.942	 0.723
24.247	 1.742
17.752	 0.660
18.962	 0.709
18.912	 0.774
17.430	 0.684
21.536	 0.638
18.944	 0.729
21.329	 0.806
17.752	 0.660
21.536	 0.638
21.536	 0.638
29.921	 4.066
17.532	 0.259
21.536	 0.638
15.296	 1.095
17.271	 0.099
19.132	 0.730
17.271	 0.099
24.247	 1.742
24.247	 1.742
18.989	 0.768
18.978	 0.656
24.451	 1.520
20.021	 0.597
16.153	 0.824
23.226	 1.217
14.217	 1.249
16.413	 0.056
18.942	 0.723
17.532	 0.259
16.092	 1.016
18.098	 0.866
16.413	 0.056
18.944	 0.729
26.769	 2.082
18.841	 0.834
17.271	 0.099
16.127	 0.861
18.522	 0.329
18.966	 0.708
18.944	 0.729
21.727	 0.906
18.912	 0.774
24.247	 1.742
21.536	 0.638
18.798	 0.825
18.966	 0.708
18.912	 0.774
18.966	 0.708
18.944	 0.729
19.970	 0.784
24.098	 1.482
24.098	 1.482
21.727	 0.906
15.796	 1.038
20.079	 0.213
21.536	 0.638
18.942	 0.723
17.507	 0.710
17.430	 0.684
19.350	 0.740
17.901	 0.737
17.941	 0.886
17.507	 0.710
21.536	 0.638
18.978	 0.656
17.532	 0.259
21.727	 0.906
24.247	 1.742
18.912	 0.774
16.920	 0.925
16.302	 0.978
17.866	 0.215
18.407	 0.847
16.413	 0.056
19.194	 0.757
19.291	 0.624
19.734	 0.852
20.079	 0.213
15.836	 0.056
19.734	 0.852
19.735	 0.736
26.769	 2.082
16.153	 0.824
24.451	 1.520
15.094	 1.099
18.965	 0.379
16.686	 0.970
17.941	 0.886
18.978	 0.656
19.132	 0.730
17.752	 0.660
21.536	 0.638
21.536	 0.638
21.536	 0.638
18.966	 0.708
21.536	 0.638
18.978	 0.656
18.966	 0.708
19.011	 0.727
20.697	 0.727
15.404	 1.084
19.012	 0.736
19.970	 0.784
19.970	 0.784
20.442	 0.352
18.966	 0.708
15.296	 1.095
20.079	 0.213
16.092	 1.016
20.414	 0.659
19.291	 0.624
17.507	 0.710
16.139	 0.818
18.942	 0.723
17.901	 0.737
18.944	 0.729
16.413	 0.056
18.098	 0.866
26.769	 2.082
24.247	 1.742
19.011	 0.727
20.697	 0.727
19.194	 0.757
18.512	 0.835
15.431	 1.083
18.965	 0.379
19.291	 0.624
21.727	 0.906
16.559	 0.976
20.414	 0.659
21.727	 0.906
19.110	 0.803
20.414	 0.659
18.685	 0.395
14.217	 1.249
24.247	 1.742
18.685	 0.395
29.921	 4.066
18.966	 0.708
18.912	 0.774
18.407	 0.847
18.912	 0.774
21.591	 0.918
20.930	 0.733
18.965	 0.379
15.796	 1.038
16.343	 1.002
17.866	 0.215
19.970	 0.784
19.272	 0.617
15.296	 1.095
14.931	 1.123
21.591	 0.918
19.257	 0.692
24.247	 1.742
16.413	 0.056
16.908	-0.032
19.110	 0.803
15.404	 1.084
16.092	 1.016
19.038	 0.358
18.407	 0.847
24.247	 1.742
15.094	 1.099
20.930	 0.733
18.912	 0.774
18.962	 0.709
19.291	 0.624
19.970	 0.784
17.866	 0.215
16.106	 0.702
15.431	 1.083
24.247	 1.742
22.896	 1.133
26.769	 2.082
19.970	 0.784
17.507	 0.710
18.619	 0.289
